hospital_key,hospital_name,state,ccn,ein,npi_type_2,transparency_hospital_name,transparency_address,procedure_code,procedure_code_type,procedure_description,match_method,payer_name,payer_name_normalized,plan_name,rate_type,negotiated_amount,currency,rate_raw,negotiated_value_source,charge_methodology,rate_note,gross_charge,discounted_cash,deidentified_min,deidentified_max,implant_manufacturer,implant_product,implant_code,implant_rate,cms_ccn,cms_provider_name,cms_city,cms_state,cms_zip5,cms_drg_cd,cms_tot_dschrgs,cms_avg_mdcr_pymt_amt,cms_avg_submtd_cvrd_chrg,commercial_to_medicare_ratio,cms_match_status,cms_match_confidence,entity_resolution_method,source_file_url,source_file_name,source_row_index,source_json_path,parser_strategy,template_version_raw,template_family,extractor_version,dq_flags,extracted_at,cms_snapshot_hash
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD EPN - ALL OTHER PLANS,blue shield epn all other plans,BLUE SHIELD EPN - ALL OTHER PLANS,negotiated,1589.56,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784327,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD EPN - ALL OTHER PLANS,blue shield epn all other plans,BLUE SHIELD EPN - ALL OTHER PLANS,negotiated,1589.56,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784341,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD MCARE,blue shield mcare,BLUE SHIELD MCARE,negotiated,1145.03,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784328,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD MCARE,blue shield mcare,BLUE SHIELD MCARE,negotiated,1145.03,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784342,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD NON EPN,blue shield non epn,BLUE SHIELD NON EPN,negotiated,1589.56,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784329,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,BLUE SHIELD NON EPN,blue shield non epn,BLUE SHIELD NON EPN,negotiated,1589.56,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784343,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CAL VIVA HLTH MCAL - ALL PLANS,cal viva hlth mcal all plans,CAL VIVA HLTH MCAL - ALL PLANS,negotiated,3202.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784330,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CAL VIVA HLTH MCAL - ALL PLANS,cal viva hlth mcal all plans,CAL VIVA HLTH MCAL - ALL PLANS,negotiated,3202.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784344,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE CCS PROFEE ONLY,central ca alliance ccs profee only,CENTRAL CA ALLIANCE CCS PROFEE ONLY,negotiated,4803.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784331,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE CCS PROFEE ONLY,central ca alliance ccs profee only,CENTRAL CA ALLIANCE CCS PROFEE ONLY,negotiated,4803.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784345,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE CHDP PROFEE ONLY,central ca alliance chdp profee only,CENTRAL CA ALLIANCE CHDP PROFEE ONLY,negotiated,6404.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784332,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE CHDP PROFEE ONLY,central ca alliance chdp profee only,CENTRAL CA ALLIANCE CHDP PROFEE ONLY,negotiated,6404.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784346,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE COMM PROFEE ONLY - ALL OTHER P,central ca alliance comm profee only all other p,CENTRAL CA ALLIANCE COMM PROFEE ONLY - ALL OTHER P,negotiated,4803.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784333,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE COMM PROFEE ONLY - ALL OTHER P,central ca alliance comm profee only all other p,CENTRAL CA ALLIANCE COMM PROFEE ONLY - ALL OTHER P,negotiated,4803.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784347,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE MCAL PROFEE ONLY,central ca alliance mcal profee only,CENTRAL CA ALLIANCE MCAL PROFEE ONLY,negotiated,3202.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784334,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CENTRAL CA ALLIANCE MCAL PROFEE ONLY,central ca alliance mcal profee only,CENTRAL CA ALLIANCE MCAL PROFEE ONLY,negotiated,3202.0,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784348,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CIGNA- ALL PLANS,cigna all plans,CIGNA- ALL PLANS,negotiated,1545.67,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784335,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,CIGNA- ALL PLANS,cigna all plans,CIGNA- ALL PLANS,negotiated,1545.67,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784349,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,COMMUNITY CARE IPA MCAL-ALL PLANS,community care ipa mcal all plans,COMMUNITY CARE IPA MCAL-ALL PLANS,negotiated,1374.04,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784301,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
adventist-health-reedley,Adventist Health Reedley,CA,,,1336167550,ADVENTIST HEALTH - REEDLEY,372 W Cypress Ave Reedley CA 93654,27447,HCPCS,"Replacement of knee joint, both sides of knee",hcpcs_exact,COMMUNITY CARE IPA MCAL-ALL PLANS,community care ipa mcal all plans,COMMUNITY CARE IPA MCAL-ALL PLANS,negotiated,1374.04,USD,,negotiated_dollar,fee schedule,,3202.0,608.38,39.16,6404.0,,,,,,,,,,,,,,,no_match,,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,d2e9ea3cfcc51691_453220509_adventist-health---reedley_standardcharges.csv,784350,,csv_tall_variant|csv_v3,3.00,v3,0.1.0,,2026-03-24T23:30:42Z,40c042a30c44f626005b0330f963f4147f9a2ad2da5f1dc800e8b980ca59c766
